id,vehicle_id,date,liters,amount,odometer_km
97,1,2026-02-10,187.51,17058.6,190960.0
98,1,2026-02-14,273.3,25800.12,192748.0
99,1,2026-02-15,300.16,28538.63,194548.0
100,1,2026-02-16,181.9,16750.88,195712.0
101,1,2026-02-19,173.5,16544.45,196832.0
102,1,2026-02-20,177.35,16530.26,197944.0
103,1,2026-02-21,187.57,18407.06,199048.0
104,1,2026-02-23,302.9,29077.92,200828.0
105,1,2026-02-27,195.9,17965.41,201979.0
106,1,2026-02-28,173.31,15732.89,203114.0
107,1,2026-03-01,268.3,26301.44,204887.0
108,1,2026-03-03,74.58,7018.23,205339.0
109,1,2026-03-03,279.58,26589.1,207128.0
110,1,2026-03-05,298.9,27836.57,208925.0
111,1,2026-03-06,178.45,17098.1,210080.0
112,1,2026-03-10,408.52,38762.34,212530.0
113,1,2026-03-12,397.61,38804.78,215026.0
114,1,2026-03-16,75.9,7279.94,215481.0
115,1,2026-03-17,67.51,6351.58,215932.0
116,1,2026-03-18,294.04,28778.0,217738.0
117,1,2026-03-19,180.57,17232.17,218826.0
118,1,2026-03-21,278.81,27300.48,220569.0
119,1,2026-03-23,370.62,34380.89,223049.0
120,1,2026-03-24,409.52,37429.78,225564.0
121,1,2026-03-24,173.31,16647.12,226698.0
122,1,2026-03-28,178.83,16697.88,227841.0
123,1,2026-03-28,74.46,7254.78,228282.0
124,1,2026-03-31,71.9,6785.22,228718.0
125,1,2026-04-01,296.38,28813.1,230495.0
126,1,2026-04-02,300.13,28486.67,232334.0
127,1,2026-04-02,276.85,25405.84,234184.0
128,1,2026-04-03,183.09,17492.08,235342.0
129,1,2026-04-07,273.27,24962.02,237154.0
130,1,2026-04-08,428.26,41211.9,239655.0
131,1,2026-04-10,312.89,30432.1,241496.0
132,1,2026-04-12,315.46,30228.18,243318.0
133,1,2026-04-14,175.56,16884.55,244486.0
134,1,2026-04-18,68.25,6489.46,244910.0
135,1,2026-04-20,319.78,29298.55,246749.0
136,1,2026-04-22,200.39,18569.67,247911.0
137,1,2026-04-25,73.25,6690.31,248350.0
138,1,2026-04-25,314.98,30614.11,250159.0
139,1,2026-04-29,166.89,15867.54,251272.0
140,1,2026-05-01,310.32,28556.92,253107.0
141,1,2026-05-03,297.57,28096.9,254848.0
142,1,2026-05-04,76.36,7033.77,255289.0
143,1,2026-05-06,312.0,29882.64,257080.0
144,1,2026-05-06,187.06,18155.91,258229.0
145,1,2026-05-08,183.9,16761.92,259376.0
146,1,2026-05-10,179.22,16720.48,260465.0
147,1,2026-05-12,280.44,25642.94,262251.0
148,1,2026-05-15,184.41,17743.25,263350.0
149,1,2026-05-17,292.9,26933.83,265151.0
150,1,2026-05-17,394.07,37453.84,267632.0
151,1,2026-05-19,296.07,28349.68,269434.0
152,1,2026-05-20,73.52,6752.53,269874.0
153,1,2026-05-23,288.66,27755.76,271705.0
154,1,2026-05-25,296.35,27366.78,273528.0
155,1,2026-05-27,405.97,38087.81,276061.0
156,1,2026-05-28,74.33,7119.31,276504.0
157,1,2026-05-29,194.78,18801.75,277626.0
158,1,2026-05-29,184.83,17031.4,278715.0
159,1,2026-05-31,163.68,15785.55,279816.0
160,1,2026-06-01,185.7,17985.15,280977.0
161,1,2026-06-03,403.1,36754.82,283468.0
162,1,2026-06-05,198.45,19061.51,284621.0
163,1,2026-06-06,188.84,18472.03,285747.0
164,1,2026-06-08,167.54,15830.57,286844.0
165,1,2026-06-10,408.22,39778.58,289347.0
166,1,2026-06-13,277.41,25736.0,291132.0
167,1,2026-06-17,186.94,17936.28,292260.0
168,1,2026-06-18,194.98,18485.58,293427.0
169,1,2026-06-21,430.6,39636.65,295924.0
170,1,2026-06-21,288.11,27993.65,297755.0
171,1,2026-06-24,295.47,27405.7,299537.0
172,1,2026-06-26,179.61,16893.67,300670.0
173,1,2026-06-29,296.85,27739.42,302519.0
174,1,2026-06-30,67.5,6428.87,302967.0
175,1,2026-07-03,175.06,16472.7,304052.0
176,1,2026-07-03,187.32,17811.66,305213.0
177,1,2026-07-07,311.93,30200.35,307042.0
178,1,2026-07-09,286.09,27608.39,308872.0
179,1,2026-07-11,269.39,25330.08,310669.0
180,1,2026-07-12,182.8,17953.91,311821.0
181,1,2026-07-13,268.46,24608.22,313612.0
182,1,2026-07-14,408.76,39876.67,316082.0
183,1,2026-07-15,175.55,17154.99,317231.0
184,1,2026-07-18,177.79,16142.99,318384.0
185,1,2026-07-18,146.76,13825.65,319227.0
186,1,2026-07-20,295.73,26916.31,320983.0
187,1,2026-07-25,175.69,16053.38,322122.0
188,1,2026-07-27,273.71,25138.27,323921.0
189,1,2026-07-30,185.78,17525.91,325091.0
190,1,2026-07-31,178.24,17124.13,326267.0
191,1,2026-08-02,177.17,16920.64,327368.0
192,1,2026-08-03,169.66,16415.9,328500.0
193,1,2026-08-05,396.77,38767.02,331000.0
194,1,2026-08-07,181.14,16719.07,332105.0
195,1,2026-08-08,293.17,27107.09,333925.0
196,1,2026-08-08,168.77,15990.48,335037.0
197,1,2026-08-09,419.96,38604.2,337561.0
198,1,2026-08-11,283.42,27630.0,339328.0
199,1,2026-08-12,288.84,26589.68,341120.0
200,1,2026-08-14,193.38,17847.68,342272.0
201,2,2025-08-22,345.2,31915.25,51803.0
202,2,2025-08-25,383.45,36912.37,53626.0
203,2,2025-08-26,211.91,20334.51,54776.0
204,2,2025-08-27,353.86,32657.24,56652.0
205,2,2025-08-28,213.5,20088.36,57773.0
206,2,2025-08-31,211.35,19546.39,58884.0
207,2,2025-09-02,92.67,8850.3,59334.0
208,2,2025-09-06,219.32,20505.91,60424.0
209,2,2025-09-08,338.38,32349.36,62224.0
210,2,2025-09-09,221.73,20482.2,63375.0
211,2,2025-09-11,228.33,22096.47,64500.0
212,2,2025-09-13,532.16,51042.12,67057.0
213,2,2025-09-18,217.57,20430.8,68149.0
214,2,2025-09-19,225.79,22008.95,69270.0
215,2,2025-09-20,213.76,20756.46,70375.0
216,2,2025-09-24,355.58,34214.94,72210.0
217,2,2025-09-26,469.52,44332.32,74720.0
218,2,2025-09-27,88.86,8510.51,75167.0
219,2,2025-09-28,346.92,32320.31,76962.0
220,2,2025-09-29,231.41,21781.13,78095.0
221,2,2025-10-01,235.38,21999.05,79268.0
222,2,2025-10-03,215.49,21115.66,80388.0
223,2,2025-10-08,515.94,49037.89,82913.0
224,2,2025-10-10,228.35,21775.23,84036.0
225,2,2025-10-11,242.88,23276.93,85175.0
226,2,2025-10-14,518.02,47309.51,87694.0
227,2,2025-10-16,208.51,19175.76,88822.0
228,2,2025-10-17,513.25,49760.75,91287.0
229,2,2025-10-21,401.27,38823.51,93155.0
230,2,2025-10-24,524.93,50508.55,95705.0
231,2,2025-10-24,212.63,19926.83,96798.0
232,2,2025-10-26,369.09,35539.2,98539.0
233,2,2025-10-29,232.46,22437.24,99676.0
234,2,2025-10-30,90.06,8322.08,100116.0
235,2,2025-11-03,362.72,34197.96,101931.0
236,2,2025-11-04,243.09,23113.59,103086.0
237,2,2025-11-06,342.62,32531.98,104871.0
238,2,2025-11-09,524.4,47926.19,107402.0
239,2,2025-11-10,84.94,7920.97,107846.0
240,2,2025-11-12,342.06,32246.47,109659.0
241,2,2025-11-13,479.66,44694.06,112198.0
242,2,2025-11-14,336.82,32280.04,113955.0
243,2,2025-11-20,223.64,21432.37,115128.0
244,2,2025-11-20,348.65,33220.56,116951.0
245,2,2025-11-23,94.75,8802.33,117395.0
246,2,2025-11-26,499.66,46643.5,119871.0
247,2,2025-11-28,227.18,21357.58,121023.0
248,2,2025-11-28,215.19,20286.43,122153.0
249,2,2025-12-01,213.88,19490.15,123273.0
250,2,2025-12-02,326.29,29962.57,125042.0
251,2,2025-12-06,239.81,22445.07,126162.0
252,2,2025-12-09,343.46,33087.55,127959.0
253,2,2025-12-10,214.75,20116.37,129059.0
254,2,2025-12-12,339.27,32585.15,130840.0
255,2,2025-12-12,84.13,8096.43,131284.0
256,2,2025-12-18,94.78,8922.65,131728.0
257,2,2025-12-20,234.66,21403.93,132883.0
258,2,2025-12-21,216.3,19779.71,134058.0
259,2,2025-12-23,322.15,29250.58,135798.0
260,2,2025-12-23,354.26,34737.28,137600.0
261,2,2025-12-25,361.46,33360.08,139338.0
262,2,2025-12-27,216.18,20109.09,140434.0
263,2,2025-12-29,90.54,8595.13,140868.0
264,2,2026-01-02,233.22,22064.15,142004.0
265,2,2026-01-04,515.9,47892.14,144531.0
266,2,2026-01-09,539.32,52167.98,147031.0
267,2,2026-01-11,236.38,22330.43,148194.0
268,2,2026-01-12,357.78,34994.34,150045.0
269,2,2026-01-15,375.64,35666.54,151882.0
270,2,2026-01-17,479.5,46223.82,154365.0
271,2,2026-01-20,514.47,48300.17,156851.0
272,2,2026-01-21,355.36,33564.56,158701.0
273,2,2026-01-22,225.69,22127.44,159796.0
274,2,2026-01-26,371.67,36196.49,161578.0
275,2,2026-01-28,341.31,33397.9,163392.0
276,2,2026-01-30,224.89,21062.93,164488.0
277,2,2026-02-02,390.63,35697.37,166319.0
278,2,2026-02-04,368.3,35636.47,168177.0
279,2,2026-02-06,389.78,36665.17,170054.0
280,2,2026-02-06,384.08,35637.37,171838.0
281,2,2026-02-08,351.2,33470.87,173636.0
282,2,2026-02-10,221.27,21108.72,174741.0
283,2,2026-02-14,355.43,34251.67,176549.0
284,2,2026-02-16,341.13,31063.66,178355.0
285,2,2026-02-18,218.91,21187.05,179490.0
286,2,2026-02-21,219.94,20322.17,180632.0
287,2,2026-02-23,226.21,21425.71,181790.0
288,2,2026-02-25,344.06,31504.53,183604.0
289,2,2026-02-27,376.46,35259.34,185432.0
290,2,2026-03-02,370.12,33755.02,187281.0
291,2,2026-03-04,476.94,46396.71,189782.0
292,2,2026-03-04,512.79,48000.27,192297.0
293,2,2026-03-08,390.15,37126.7,194129.0
294,2,2026-03-10,346.71,32508.0,195946.0
295,2,2026-03-11,222.17,20877.95,197098.0
296,2,2026-03-12,361.05,35160.25,198859.0
297,2,2026-03-16,81.24,7479.34,199295.0
298,2,2026-03-18,335.01,32303.29,201102.0
299,2,2026-03-20,227.39,22311.67,202203.0
300,2,2026-03-21,368.57,35417.7,203986.0
301,2,2026-03-23,375.13,36592.63,205821.0
302,2,2026-03-27,460.02,44614.39,208303.0
303,2,2026-03-29,85.48,8143.52,208744.0
304,2,2026-03-30,217.19,19918.33,209881.0
305,2,2026-04-01,92.28,8833.53,210327.0
306,2,2026-04-02,216.94,20047.49,211486.0
307,2,2026-04-03,213.65,19382.57,212587.0
308,2,2026-04-07,214.26,19985.93,213718.0
309,2,2026-04-09,339.81,32159.77,215505.0
310,2,2026-04-11,385.01,37502.03,217290.0
311,2,2026-04-13,212.86,19784.11,218411.0
312,2,2026-04-17,377.11,34481.41,220195.0
313,2,2026-04-21,536.2,50909.96,222710.0
314,2,2026-04-22,92.05,8805.82,223153.0
315,2,2026-04-26,365.26,34814.54,224951.0
316,2,2026-04-27,351.86,32987.68,226802.0
317,2,2026-04-30,474.15,44292.06,229363.0
318,2,2026-05-03,89.49,8573.0,229805.0
319,2,2026-05-04,239.27,22749.62,230941.0
320,2,2026-05-06,343.32,32270.14,232781.0
321,2,2026-05-07,333.18,30245.82,234568.0
322,2,2026-05-10,368.96,35174.16,236371.0
323,2,2026-05-11,500.79,46203.86,238837.0
324,2,2026-05-12,511.23,50042.1,241294.0
325,2,2026-05-12,199.58,19491.16,242376.0
326,2,2026-05-17,362.21,33089.27,244158.0
327,2,2026-05-19,462.04,42406.83,246582.0
328,2,2026-05-21,348.82,32575.92,248390.0
329,2,2026-05-24,339.17,33003.87,250220.0
330,2,2026-05-24,334.99,30522.41,252027.0
331,2,2026-05-28,358.61,34366.71,253827.0
332,2,2026-05-29,233.55,22109.72,254995.0
333,2,2026-06-02,353.04,33940.01,256793.0
334,2,2026-06-04,366.95,34367.5,258616.0
335,2,2026-06-05,338.19,33027.74,260432.0
336,2,2026-06-07,246.14,23798.33,261588.0
337,2,2026-06-08,375.35,35895.15,263401.0
338,2,2026-06-11,235.99,22464.85,264494.0
339,2,2026-06-14,544.6,51173.82,267037.0
340,2,2026-06-16,227.02,20883.74,268141.0
341,2,2026-06-19,487.46,44399.85,270558.0
342,2,2026-06-20,359.48,35056.0,272343.0
343,2,2026-06-23,235.0,22580.96,273454.0
344,2,2026-06-24,243.94,23263.74,274604.0
345,2,2026-06-29,211.15,19446.42,275714.0
346,2,2026-07-01,89.2,8594.88,276154.0
347,2,2026-07-03,372.43,36364.25,277993.0
348,2,2026-07-07,218.46,20067.18,279097.0
349,2,2026-07-08,93.06,9016.1,279542.0
350,2,2026-07-09,219.72,20854.98,280623.0
351,2,2026-07-13,92.4,8998.74,281061.0
352,2,2026-07-14,360.98,34305.25,282828.0
353,2,2026-07-15,532.69,48520.12,285347.0
354,2,2026-07-16,87.54,8169.51,285794.0
355,2,2026-07-18,343.44,33115.5,287640.0
356,2,2026-07-18,203.21,18444.08,288611.0
357,2,2026-07-21,215.65,20010.58,289705.0
358,2,2026-07-23,543.81,52993.7,292245.0
359,2,2026-07-29,359.86,34679.52,294118.0
360,2,2026-07-30,391.97,38157.06,295977.0
361,2,2026-07-30,227.2,21470.08,297079.0
362,2,2026-08-02,86.63,8385.96,297530.0
363,2,2026-08-04,347.36,32993.28,299332.0
364,2,2026-08-06,476.26,46358.16,301800.0
365,2,2026-08-08,243.68,22127.63,302959.0
366,2,2026-08-10,391.54,38219.17,304819.0
367,2,2026-08-12,227.72,20885.65,305974.0
368,2,2026-08-13,468.38,43902.09,308408.0
369,3,2025-08-22,383.63,36652.63,52534.0
370,3,2025-08-24,274.53,24989.81,54380.0
371,3,2025-08-25,351.3,34479.64,56914.0
372,3,2025-08-27,258.51,24752.44,58728.0
373,3,2025-08-29,161.36,15076.22,59864.0
374,3,2025-08-31,70.15,6458.89,60311.0
375,3,2025-09-01,66.77,6373.85,60753.0
376,3,2025-09-02,168.93,16286.46,61910.0
377,3,2025-09-05,279.8,27089.36,63704.0
378,3,2025-09-06,152.24,14260.5,64821.0
379,3,2025-09-08,270.05,25569.59,66659.0
380,3,2025-09-09,160.52,15762.67,67820.0
381,3,2025-09-10,69.06,6432.04,68262.0
382,3,2025-09-11,257.3,24863.54,70120.0
383,3,2025-09-13,244.77,23697.81,71890.0
384,3,2025-09-15,247.42,23865.11,73692.0
385,3,2025-09-18,351.25,33774.66,76227.0
386,3,2025-09-18,161.72,15610.42,77339.0
387,3,2025-09-19,173.29,15887.78,78499.0
388,3,2025-09-21,172.51,16425.74,79606.0
389,3,2025-09-23,268.08,24413.63,81433.0
390,3,2025-09-24,259.51,23851.85,83236.0
391,3,2025-09-24,166.63,16151.96,84326.0
392,3,2025-09-26,340.34,31037.42,86822.0
393,3,2025-09-27,168.55,15924.35,87912.0
394,3,2025-09-28,157.48,15140.36,89036.0
395,3,2025-09-29,63.97,5935.28,89483.0
396,3,2025-10-01,259.87,24246.7,91297.0
397,3,2025-10-03,289.31,26247.44,93165.0
398,3,2025-10-04,176.24,16684.58,94318.0
399,3,2025-10-06,265.33,25833.44,96094.0
400,3,2025-10-08,359.45,33593.36,98671.0
401,3,2025-10-10,358.58,32937.29,101173.0
402,3,2025-10-13,278.38,27142.14,102950.0
403,3,2025-10-14,256.12,23405.33,104780.0
404,3,2025-10-16,272.8,25514.68,106630.0
405,3,2025-10-16,149.51,14256.23,107732.0
406,3,2025-10-18,162.33,14910.31,108875.0
407,3,2025-10-20,60.12,5780.72,109310.0
408,3,2025-10-20,239.42,21874.53,111077.0
409,3,2025-10-21,279.47,26576.56,112858.0
410,3,2025-10-22,174.73,16149.93,113976.0
411,3,2025-10-23,171.9,15954.9,115093.0
412,3,2025-10-24,156.42,14227.39,116195.0
413,3,2025-10-26,160.17,14852.21,117282.0
414,3,2025-10-27,367.5,35104.33,119711.0
415,3,2025-10-29,172.2,16329.88,120865.0
416,3,2025-10-31,149.36,13718.12,121960.0
417,3,2025-11-02,162.42,15386.73,123078.0
418,3,2025-11-03,245.57,23191.99,124864.0
419,3,2025-11-04,172.69,16519.57,126038.0
420,3,2025-11-07,280.48,26647.25,127857.0
421,3,2025-11-09,177.72,16341.03,128999.0
422,3,2025-11-10,166.38,15676.8,130160.0
423,3,2025-11-12,176.46,16914.78,131303.0
424,3,2025-11-15,161.9,15240.0,132403.0
425,3,2025-11-17,171.6,16697.75,133520.0
426,3,2025-11-18,261.7,25259.28,135324.0
427,3,2025-11-19,168.68,16514.44,136470.0
428,3,2025-11-20,153.63,14816.72,137569.0
429,3,2025-11-22,277.85,25520.14,139365.0
430,3,2025-11-22,252.8,23288.74,141142.0
431,3,2025-11-23,162.58,14893.04,142303.0
432,3,2025-11-24,175.78,16849.77,143415.0
433,3,2025-11-26,274.48,25587.76,145265.0
434,3,2025-11-28,249.93,23364.07,147035.0
435,3,2025-11-29,266.3,25108.14,148843.0
436,3,2025-12-01,177.67,16710.78,149964.0
437,3,2025-12-02,167.26,16331.03,151113.0
438,3,2025-12-07,261.61,24801.81,152883.0
439,3,2025-12-08,159.23,15296.13,154001.0
440,3,2025-12-09,251.61,24091.09,155836.0
441,3,2025-12-11,278.19,25896.86,157690.0
442,3,2025-12-13,166.16,16106.44,158788.0
443,3,2025-12-14,262.69,25031.31,160558.0
444,3,2025-12-15,259.63,25026.3,162361.0
445,3,2025-12-17,166.47,15221.72,163512.0
446,3,2025-12-20,271.88,25272.51,165367.0
447,3,2025-12-22,153.08,14992.73,166450.0
448,3,2025-12-23,157.19,15233.94,167611.0
449,3,2025-12-24,281.26,25689.42,169434.0
450,3,2025-12-27,166.14,15814.44,170591.0
451,3,2025-12-28,287.55,26852.94,172420.0
452,3,2025-12-30,260.06,25424.38,174243.0
453,3,2025-12-31,240.05,23221.28,175997.0
454,3,2026-01-03,250.47,22954.75,177817.0
455,3,2026-01-04,62.09,6016.92,178259.0
456,3,2026-01-05,68.88,6734.2,178707.0
457,3,2026-01-07,267.09,25930.91,180488.0
458,3,2026-01-08,158.49,14408.69,181654.0
459,3,2026-01-09,277.87,26872.13,183472.0
460,3,2026-01-11,162.68,15129.31,184629.0
461,3,2026-01-14,266.51,25611.34,186481.0
462,3,2026-01-14,69.75,6705.32,186933.0
463,3,2026-01-16,167.2,15830.3,188029.0
464,3,2026-01-17,176.45,16642.39,189167.0
465,3,2026-01-18,150.24,14436.87,190267.0
466,3,2026-01-20,148.56,14120.41,191344.0
467,3,2026-01-21,66.14,6127.6,191793.0
468,3,2026-01-22,161.51,15773.0,192903.0
469,3,2026-01-24,168.52,15655.91,194050.0
470,3,2026-01-25,286.26,26424.96,195865.0
471,3,2026-01-27,251.44,23164.6,197674.0
472,3,2026-01-28,154.68,14080.56,198767.0
473,3,2026-01-29,154.78,14568.87,199908.0
474,3,2026-02-01,180.63,17386.35,201049.0
475,3,2026-02-03,176.91,16792.06,202197.0
476,3,2026-02-04,161.78,15560.74,203304.0
477,3,2026-02-06,63.38,5969.72,203753.0
478,3,2026-02-09,168.74,15832.84,204918.0
479,3,2026-02-11,162.06,14706.35,206038.0
480,3,2026-02-11,62.42,6000.66,206471.0
481,3,2026-02-12,384.8,36508.33,208947.0
482,3,2026-02-13,156.73,15363.99,210081.0
483,3,2026-02-14,343.95,33359.05,212571.0
484,3,2026-02-16,387.54,36632.17,215063.0
485,3,2026-02-18,65.62,6345.11,215511.0
486,3,2026-02-19,252.91,23444.26,217338.0
487,3,2026-02-20,166.6,15363.22,218453.0
488,3,2026-02-22,286.0,27507.03,220279.0
489,3,2026-02-23,272.96,26823.45,222094.0
490,3,2026-02-26,68.28,6536.68,222553.0
491,3,2026-02-28,279.2,26174.83,224337.0
492,3,2026-03-01,328.69,30497.42,226753.0
493,3,2026-03-03,176.09,16100.68,227864.0
494,3,2026-03-03,155.88,15218.53,228967.0
495,3,2026-03-05,70.33,6657.1,229410.0
496,3,2026-03-09,173.54,17055.44,230576.0
497,3,2026-03-09,331.91,31418.02,232982.0
498,3,2026-03-11,175.16,16947.7,234088.0
499,3,2026-03-13,249.27,24435.41,235899.0
500,3,2026-03-14,334.37,32540.81,238321.0
501,3,2026-03-16,260.37,24963.37,240101.0
502,3,2026-03-17,374.31,34010.75,242545.0
503,3,2026-03-18,166.59,15430.97,243628.0
504,3,2026-03-19,346.11,32473.5,246150.0
505,3,2026-03-20,271.26,26506.62,247971.0
506,3,2026-03-21,168.15,15582.97,249101.0
507,3,2026-03-22,270.79,25588.52,250907.0
508,3,2026-03-23,169.97,15687.83,251990.0
509,3,2026-03-24,154.53,14824.19,253095.0
510,3,2026-03-25,272.47,25083.92,254926.0
511,3,2026-03-27,261.28,24729.83,256713.0
512,3,2026-03-28,164.77,15655.83,257836.0
513,3,2026-03-30,276.41,25964.24,259633.0
514,3,2026-04-01,175.2,16302.63,260764.0
515,3,2026-04-02,257.69,24537.63,262587.0
516,3,2026-04-04,254.56,24660.57,264399.0
517,3,2026-04-06,276.17,26415.69,266148.0
518,3,2026-04-09,155.41,15023.35,267262.0
519,3,2026-04-09,342.13,32610.38,269709.0
520,3,2026-04-11,175.81,16600.51,270872.0
521,3,2026-04-14,332.19,32311.07,273279.0
522,3,2026-04-16,248.55,22702.96,275086.0
523,3,2026-04-18,158.34,14993.44,276192.0
524,3,2026-04-19,361.27,33275.76,278727.0
525,3,2026-04-21,162.27,15029.63,279846.0
526,3,2026-04-22,175.31,16250.43,280991.0
527,3,2026-04-27,61.71,6001.19,281440.0
528,3,2026-04-28,254.53,24887.5,283290.0
529,3,2026-04-28,275.58,26467.76,285071.0
530,3,2026-05-01,251.73,24033.82,286836.0
531,3,2026-05-01,64.27,6270.31,287284.0
532,3,2026-05-02,366.89,35841.85,289767.0
533,3,2026-05-03,66.3,6485.64,290222.0
534,3,2026-05-04,63.94,5912.83,290659.0
535,3,2026-05-05,161.91,14733.17,291819.0
536,3,2026-05-07,252.69,24454.18,293649.0
537,3,2026-05-08,362.23,34045.46,296129.0
538,3,2026-05-10,276.29,25184.29,297957.0
539,3,2026-05-11,161.34,15172.44,299042.0
540,3,2026-05-13,281.55,27481.42,300843.0
541,3,2026-05-13,150.98,14660.59,301939.0
542,3,2026-05-17,159.38,15281.14,303047.0
543,3,2026-05-19,259.48,25258.85,304914.0
544,3,2026-05-20,240.13,21994.74,306687.0
545,3,2026-05-22,355.06,33871.12,309178.0
546,3,2026-05-23,173.98,16054.25,310328.0
547,3,2026-05-25,371.03,36044.31,312762.0
548,3,2026-05-26,68.04,6473.73,313202.0
549,3,2026-05-29,257.46,24431.2,314979.0
550,3,2026-06-01,385.16,35043.72,317496.0
551,3,2026-06-01,271.32,25586.58,319291.0
552,3,2026-06-02,65.2,6401.22,319734.0
553,3,2026-06-04,69.31,6716.27,320180.0
554,3,2026-06-05,69.17,6771.06,320627.0
555,3,2026-06-07,288.25,27044.64,322444.0
556,3,2026-06-09,177.75,16194.29,323582.0
557,3,2026-06-11,255.76,24149.69,325409.0
558,3,2026-06-13,377.91,36812.75,327915.0
